time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 3550, 1.690423, 1, 24, 1, 1, 2
1, 3769, 1.551340, 0, 10, 1, 1, 2
2, 3935, 1.451080, 0, 6, 1, 1, 2
3, 3627, 1.639923, 1, 18, 1, 1, 2
4, 3574, 1.670118, 0, 19, 1, 1, 2
5, 3924, 1.464322, 0, 6, 1, 1, 2
6, 3777, 1.548584, 1, 19, 1, 1, 2
7, 3539, 1.683244, 0, 16, 1, 1, 2
8, 3860, 1.487047, 0, 9, 1, 1, 2
9, 3583, 1.659503, 0, 14, 1, 1, 2
10, 3236, 1.922435, 1, 21, 1, 1, 2
11, 3718, 1.575847, 0, 16, 1, 1, 2
12, 3836, 1.507821, 0, 7, 1, 1, 2
13, 3654, 1.623153, 0, 15, 1, 1, 2
14, 3737, 1.566497, 1, 12, 1, 1, 2
15, 3922, 1.452575, 0, 6, 1, 1, 2
16, 3776, 1.542108, 1, 23, 1, 1, 2
17, 3667, 1.622852, 0, 14, 1, 1, 2
18, 3964, 1.426842, 0, 6, 1, 1, 2
19, 3758, 1.563065, 0, 14, 1, 1, 2
20, 3608, 1.649945, 0, 20, 1, 1, 2
21, 4067, 1.379641, 0, 6, 1, 1, 2
22, 3847, 1.488952, 0, 12, 1, 1, 2
23, 3538, 1.701244, 1, 20, 1, 1, 2
24, 3965, 1.433796, 0, 8, 1, 1, 2
25, 3924, 1.450051, 0, 14, 1, 1, 2
26, 3516, 1.720421, 1, 20, 1, 1, 2
27, 3902, 1.465659, 0, 6, 1, 1, 2
28, 3759, 1.566108, 0, 23, 1, 1, 2
29, 3392, 1.795991, 1, 22, 1, 1, 2
30, 3887, 1.477489, 0, 9, 1, 1, 2
31, 3928, 1.444756, 0, 7, 1, 1, 2
32, 3652, 1.630887, 0, 22, 1, 1, 2
33, 3711, 1.585018, 1, 8, 1, 1, 2
34, 3979, 1.416185, 0, 7, 1, 1, 2
35, 3700, 1.590541, 0, 17, 1, 1, 2
36, 3707, 1.583491, 0, 13, 1, 1, 2
37, 4006, 1.415377, 0, 6, 1, 1, 2
38, 3615, 1.646473, 0, 34, 1, 1, 2
39, 3564, 1.691077, 0, 20, 1, 1, 2
40, 3974, 1.435330, 0, 10, 1, 1, 2
41, 3977, 1.431732, 0, 9, 1, 1, 2
42, 3592, 1.660078, 1, 19, 1, 1, 2
43, 3885, 1.479794, 0, 8, 1, 1, 2
44, 3948, 1.436424, 0, 7, 1, 1, 2
45, 3660, 1.626503, 0, 16, 1, 1, 2
46, 3829, 1.515800, 0, 11, 1, 1, 2
47, 3961, 1.429942, 0, 6, 1, 1, 2
48, 3709, 1.591804, 1, 21, 1, 1, 2
49, 3830, 1.509922, 1, 13, 1, 1, 2
50, 3976, 1.426056, 0, 6, 1, 1, 2
51, 3572, 1.682531, 0, 17, 1, 1, 2
52, 3521, 1.712582, 1, 20, 1, 1, 2
53, 3955, 1.438685, 0, 6, 1, 1, 2
54, 3906, 1.471326, 0, 13, 1, 1, 2
55, 3526, 1.724050, 1, 19, 1, 1, 2
56, 3985, 1.417315, 0, 8, 1, 1, 2
57, 3955, 1.436662, 0, 8, 1, 1, 2
58, 3527, 1.713638, 1, 22, 1, 1, 2
59, 3896, 1.472279, 0, 6, 1, 1, 2
60, 69, 1.434783, 1, 3, 1, 1, 2
