time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 1528, 4.034686, 1, 89, 2, 3, 4
1, 1348, 4.652819, 1, 75, 3, 3, 4
2, 1560, 3.977564, 1, 62, 2, 3, 4
3, 1558, 3.955071, 1, 78, 2, 3, 4
4, 1259, 5.054011, 1, 101, 3, 3, 4
5, 1565, 3.953355, 1, 62, 2, 3, 4
6, 1489, 4.162525, 1, 51, 2, 3, 4
7, 1419, 4.400987, 1, 110, 2, 3, 4
8, 1472, 3.862092, 1, 79, 2, 3, 4
9, 1510, 11.076821, 1, 10636, 2, 3, 4
10, 1506, 4.139442, 1, 52, 2, 3, 4
11, 1580, 3.877848, 1, 70, 2, 3, 4
12, 1414, 4.455446, 1, 60, 3, 3, 4
13, 1040, 6.245192, 1, 256, 2, 3, 4
14, 1523, 4.066316, 1, 67, 2, 3, 4
15, 1297, 4.895914, 1, 114, 3, 3, 4
16, 1607, 3.811450, 1, 80, 2, 3, 4
17, 1530, 4.065359, 1, 49, 2, 3, 4
18, 1195, 4.866109, 1, 165, 2, 3, 4
19, 1547, 10.815772, 1, 10709, 2, 3, 4
20, 1481, 4.245780, 1, 80, 3, 3, 4
21, 1439, 4.339819, 1, 90, 2, 3, 4
22, 1541, 3.995457, 1, 87, 2, 3, 4
23, 1401, 4.461813, 1, 106, 3, 3, 4
24, 1587, 3.918715, 1, 92, 2, 3, 4
25, 1497, 4.128257, 1, 67, 3, 3, 4
26, 1310, 4.828244, 1, 117, 3, 3, 4
27, 1606, 3.827522, 1, 97, 2, 3, 4
28, 1338, 4.218984, 1, 99, 2, 3, 4
29, 1471, 11.456152, 1, 10870, 2, 3, 4
30, 1579, 3.906903, 1, 75, 2, 3, 4
31, 1435, 4.341463, 1, 87, 3, 3, 4
32, 1506, 4.165339, 1, 75, 2, 3, 4
33, 1499, 4.161441, 1, 72, 2, 3, 4
34, 1263, 5.003959, 1, 142, 3, 3, 4
35, 1549, 3.985797, 1, 60, 2, 3, 4
36, 1502, 4.161119, 1, 77, 2, 3, 4
37, 1311, 4.840580, 1, 138, 2, 3, 4
38, 1420, 3.924648, 1, 53, 2, 3, 4
39, 1373, 12.300801, 1, 10727, 3, 3, 4
40, 1470, 4.262585, 1, 63, 3, 3, 4
41, 1589, 3.863436, 1, 70, 2, 3, 4
42, 1263, 5.000792, 1, 123, 3, 3, 4
43, 1543, 4.019443, 1, 90, 2, 3, 4
44, 1504, 4.138963, 1, 58, 2, 3, 4
45, 1285, 4.918288, 1, 142, 3, 3, 4
46, 1534, 4.046936, 1, 59, 2, 3, 4
47, 1403, 4.454740, 1, 105, 3, 3, 4
48, 1396, 11.636103, 1, 10424, 2, 3, 4
49, 1563, 3.966731, 1, 148, 2, 3, 4
50, 1445, 4.327336, 1, 94, 3, 3, 4
51, 1515, 4.095050, 1, 81, 2, 3, 4
52, 1516, 4.028364, 1, 73, 2, 3, 4
53, 1379, 4.619289, 1, 105, 3, 3, 4
54, 1514, 4.128798, 1, 81, 2, 3, 4
55, 1516, 4.063984, 1, 66, 2, 3, 4
56, 1283, 4.936087, 1, 147, 3, 3, 4
57, 1546, 4.018111, 1, 92, 2, 3, 4
58, 1315, 4.181749, 1, 50, 2, 3, 4
59, 1477, 11.498984, 1, 10809, 3, 3, 4
60, 8, 3.750000, 1, 5, 3, 4, 4
