time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0,3766,0.526288,0,4,0,1,1
1,3792,0.530327,0,4,0,1,1
2,3891,0.469802,0,4,0,0,1
3,3939,0.468647,0,4,0,0,1
4,3807,0.516417,0,4,0,1,1
5,3908,0.469806,0,4,0,0,1
6,3692,0.544962,0,29,0,1,1
7,3537,0.632174,0,5,0,1,1
8,3588,0.612876,0,4,0,1,1
9,3374,0.689982,0,4,0,1,1
10,3511,0.635716,0,4,0,1,1
11,3385,0.684195,0,5,0,1,1
12,3444,0.676539,0,5,0,1,1
13,3495,0.659227,0,5,0,1,1
14,3608,0.608647,0,4,0,1,1
15,3572,0.612822,0,5,0,1,1
16,3531,0.6307,0,5,0,1,1
17,3154,0.825301,0,5,1,1,1
18,3459,0.669558,0,4,0,1,1
19,3394,0.697113,0,6,0,1,1
20,3449,0.66512,0,5,0,1,1
21,3267,0.746863,0,4,0,1,1
22,3076,0.823472,0,24,1,1,1
23,3606,0.615641,0,4,0,1,1
24,3652,0.579682,0,4,0,1,1
25,2998,0.838559,0,6,0,1,1
26,3332,0.698379,0,4,0,1,1
27,3320,0.708735,0,4,0,1,1
28,3585,0.612273,0,4,0,1,1
29,3531,0.649391,0,4,0,1,1
30,3603,0.604219,0,5,0,1,1
31,3609,0.602106,0,4,0,1,1
32,3578,0.620179,0,4,0,1,1
33,3609,0.605431,0,4,0,1,1
34,3595,0.603338,0,5,0,1,1
35,3599,0.606002,0,4,0,1,1
36,2859,0.898916,0,10,1,1,1
37,3217,0.746037,0,4,0,1,1
38,3571,0.623635,0,5,0,1,1
39,3479,0.661972,0,4,0,1,1
40,3474,0.645941,0,5,0,1,1
41,3337,0.751573,0,5,0,1,1
42,3180,0.804717,0,5,1,1,1
43,3029,0.872895,0,4,1,1,1
44,2995,0.859098,0,6,1,1,1
45,2852,0.954769,0,6,1,1,1
46,3266,0.76087,0,5,0,1,1
47,3172,0.800757,0,5,1,1,1
48,3278,0.753813,0,4,0,1,1
49,3424,0.700935,0,4,0,1,1
50,2714,0.991894,0,8,1,1,1
51,3531,0.646842,0,5,0,1,1
52,3556,0.633577,0,4,0,1,1
53,3539,0.635773,0,4,0,1,1
54,3538,0.639627,0,5,0,1,1
55,3264,0.774816,0,5,1,1,1
56,3165,0.795261,0,6,0,1,1
57,2186,1.259835,0,45,1,1,1
58,2554,1.069303,0,6,1,1,1
59,2281,1.180623,0,6,1,1,1
60,9,1.111111,1,2,1,1,1
,3323.377049,0.710083262,0.016393443,6.081967213,0.229508197,0.950819672,1
