time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 4301, 0.340618, 0, 4, 0, 0, 1
1, 4551, 0.244562, 0, 3, 0, 0, 0
2, 4444, 0.224122, 0, 4, 0, 0, 0
3, 3758, 0.489356, 0, 4, 0, 0, 1
4, 4470, 0.216331, 0, 4, 0, 0, 0
5, 3842, 0.468506, 0, 3, 0, 0, 1
6, 4444, 0.217822, 0, 5, 0, 0, 0
7, 4433, 0.224453, 0, 3, 0, 0, 0
8, 3688, 0.518438, 0, 39, 0, 0, 1
9, 4468, 0.222247, 0, 3, 0, 0, 0
10, 3827, 0.469297, 0, 4, 0, 0, 1
11, 4381, 0.232824, 0, 5, 0, 0, 0
12, 2732, 0.876647, 0, 11, 0, 1, 1
13, 2818, 0.970192, 0, 8, 1, 1, 1
14, 3525, 0.563404, 0, 16, 0, 1, 1
15, 3032, 0.879947, 0, 5, 1, 1, 1
16, 3258, 0.707796, 0, 5, 0, 1, 1
17, 3248, 0.600677, 0, 24, 0, 0, 1
18, 2695, 1.038219, 0, 13, 1, 1, 1
19, 2911, 0.786671, 0, 19, 0, 1, 1
20, 3735, 0.442570, 0, 19, 0, 0, 1
21, 3166, 0.747631, 0, 5, 0, 1, 1
22, 4000, 0.331000, 0, 4, 0, 0, 1
23, 3695, 0.497700, 0, 4, 0, 0, 1
24, 4068, 0.312439, 0, 4, 0, 0, 1
25, 4244, 0.243402, 0, 3, 0, 0, 0
26, 3456, 0.593750, 0, 3, 0, 1, 1
27, 4178, 0.264720, 0, 4, 0, 0, 1
28, 3610, 0.534349, 0, 4, 0, 0, 1
29, 4216, 0.253558, 0, 4, 0, 0, 0
30, 4090, 0.300489, 0, 4, 0, 0, 1
31, 3610, 0.530194, 0, 4, 0, 0, 1
32, 4220, 0.268720, 0, 3, 0, 0, 1
33, 3585, 0.546165, 0, 5, 0, 1, 1
34, 4023, 0.302511, 0, 11, 0, 0, 1
35, 2877, 0.810914, 0, 22, 0, 1, 1
36, 2392, 1.187709, 0, 12, 1, 1, 1
37, 3678, 0.458401, 0, 5, 0, 0, 1
38, 3861, 0.413623, 0, 5, 0, 0, 1
39, 4024, 0.331511, 0, 3, 0, 0, 1
40, 4353, 0.218470, 0, 3, 0, 0, 0
41, 3554, 0.558526, 0, 6, 0, 1, 1
42, 4235, 0.245100, 0, 3, 0, 0, 0
43, 3724, 0.471267, 0, 4, 0, 0, 1
44, 3421, 0.554809, 0, 36, 0, 0, 1
45, 3885, 0.351094, 0, 4, 0, 0, 1
46, 2723, 0.938671, 0, 9, 0, 1, 1
47, 4207, 0.250773, 0, 3, 0, 0, 0
48, 3709, 0.455648, 0, 12, 0, 0, 1
49, 3644, 0.492865, 0, 4, 0, 0, 1
50, 4160, 0.267548, 0, 3, 0, 0, 1
51, 2836, 0.923836, 0, 14, 1, 1, 1
52, 3394, 0.565704, 0, 11, 0, 0, 1
53, 3987, 0.327815, 0, 3, 0, 0, 1
54, 2964, 0.901822, 0, 6, 1, 1, 1
55, 4091, 0.287705, 0, 3, 0, 0, 1
56, 3637, 0.481716, 0, 8, 0, 0, 1
57, 2715, 0.951381, 0, 19, 0, 1, 1
58, 3732, 0.414523, 0, 5, 0, 0, 1
59, 2298, 1.314621, 0, 26, 1, 1, 1
60, 31, 1.419355, 0, 3, 1, 1, 2
