time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0,2150,1.268372,1,4,1,1,2
1,2192,1.220803,0,4,1,1,1
2,2128,1.289004,1,4,1,1,2
3,2180,1.237615,1,6,1,1,1
4,2176,1.235754,1,3,1,1,1
5,2209,1.203712,1,3,1,1,1
6,2208,1.195652,1,4,1,1,1
7,2196,1.220401,0,4,1,1,1
8,2221,1.189104,1,4,1,1,1
9,2216,1.200812,1,4,1,1,1
10,2196,1.220401,1,4,1,1,1
11,2183,1.226294,1,3,1,1,1
12,2205,1.201814,1,4,1,1,1
13,2210,1.203167,0,5,1,1,1
14,2206,1.203989,1,4,1,1,1
15,2195,1.216856,1,4,1,1,1
16,2213,1.201536,1,4,1,1,1
17,2174,1.24241,1,4,1,1,1
18,2197,1.217114,1,4,1,1,1
19,2179,1.240936,0,4,1,1,1
20,2150,1.258605,1,4,1,1,2
21,2134,1.280694,1,4,1,1,2
22,2178,1.230487,0,4,1,1,1
23,2159,1.242242,0,4,1,1,1
24,2097,1.322842,1,4,1,1,2
25,2038,1.365064,1,5,1,1,2
26,2089,1.340833,1,4,1,1,2
27,2101,1.321276,1,4,1,1,2
28,2047,1.395701,1,4,1,1,2
29,2088,1.334291,0,4,1,1,2
30,2088,1.33908,0,4,1,1,2
31,2111,1.309332,1,4,1,1,2
32,2116,1.310491,1,4,1,1,2
33,2060,1.361165,1,4,1,1,2
34,2077,1.35195,1,4,1,1,2
35,2095,1.320764,1,6,1,1,2
36,2088,1.326149,1,5,1,1,2
37,2086,1.35139,1,4,1,1,2
38,2081,1.343585,1,4,1,1,2
39,2083,1.340374,1,4,1,1,2
40,2079,1.34632,1,4,1,1,2
41,2078,1.346968,1,4,1,1,2
42,2094,1.32235,0,4,1,1,2
43,2110,1.313744,1,4,1,1,2
44,2062,1.361785,1,5,1,1,2
45,2066,1.36544,1,4,1,1,2
46,2063,1.371789,0,4,1,1,2
47,2089,1.327908,0,5,1,1,2
48,2070,1.364251,1,4,1,1,2
49,2063,1.375182,1,4,1,1,2
50,2046,1.382209,1,5,1,1,2
51,2047,1.388373,0,6,1,1,2
52,2035,1.401474,1,4,1,1,2
53,2059,1.36474,1,4,1,1,2
54,2072,1.347973,1,4,1,1,2
55,2075,1.365301,1,4,1,1,2
56,2087,1.348347,1,4,1,1,2
57,2045,1.396577,0,5,1,1,2
58,2050,1.370732,1,4,1,1,2
59,2061,1.365842,1,5,1,1,2
,2119.183333,1.301822767,0.783333333,4.183333333,1,1,1.666666667
