time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 273, 6.732601, 0, 23, 1, 7, 12
1, 274, 6.795620, 0, 28, 1, 6, 11
2, 259, 7.193050, 0, 25, 1, 7, 12
3, 236, 7.889831, 0, 24, 1, 7, 14
4, 298, 6.164430, 1, 26, 1, 2, 11
5, 248, 7.520161, 1, 30, 1, 6, 12
6, 330, 5.609091, 0, 20, 1, 3, 10
7, 302, 6.152318, 0, 25, 1, 4, 11
8, 283, 6.572438, 0, 29, 1, 5, 11
9, 246, 7.597561, 0, 27, 1, 6, 14
10, 280, 6.596429, 0, 27, 1, 5, 11
11, 353, 5.223796, 0, 20, 1, 3, 9
12, 255, 7.341176, 0, 31, 1, 7, 12
13, 250, 7.484000, 0, 33, 1, 7, 13
14, 293, 6.334471, 0, 32, 1, 5, 11
15, 314, 5.901274, 0, 26, 1, 4, 10
16, 309, 5.983819, 0, 20, 1, 6, 10
17, 292, 6.297945, 0, 28, 1, 5, 10
18, 285, 6.536842, 0, 21, 1, 6, 11
19, 287, 6.445993, 0, 30, 1, 5, 11
20, 318, 5.814465, 0, 27, 1, 3, 10
21, 260, 7.184615, 0, 35, 1, 7, 11
22, 320, 5.750000, 0, 22, 1, 4, 10
23, 243, 7.662551, 0, 25, 1, 8, 12
24, 297, 6.259259, 0, 27, 1, 2, 11
25, 259, 7.166023, 1, 24, 1, 8, 11
26, 220, 8.540909, 1, 35, 1, 9, 13
27, 279, 6.670251, 1, 25, 1, 6, 11
28, 300, 6.143333, 0, 34, 1, 2, 11
29, 285, 6.498246, 0, 22, 1, 6, 12
30, 242, 7.731405, 1, 30, 1, 7, 13
31, 301, 6.159468, 0, 25, 1, 6, 11
32, 247, 7.611336, 1, 34, 1, 7, 12
33, 298, 6.261745, 0, 31, 1, 5, 10
34, 288, 6.395833, 0, 21, 1, 6, 11
35, 264, 7.060606, 0, 32, 1, 5, 12
36, 265, 6.966038, 0, 24, 1, 7, 12
37, 247, 7.668016, 0, 35, 1, 7, 13
38, 291, 6.350515, 1, 24, 1, 2, 11
39, 224, 8.276786, 1, 29, 1, 8, 14
40, 259, 7.262548, 0, 34, 1, 7, 12
41, 252, 7.488095, 1, 24, 1, 6, 13
42, 282, 6.556738, 0, 28, 1, 5, 11
43, 259, 7.212355, 1, 27, 1, 7, 12
44, 248, 7.596774, 0, 40, 1, 6, 12
45, 333, 5.531532, 0, 18, 1, 5, 9
46, 273, 6.816850, 0, 29, 1, 4, 12
47, 318, 5.836478, 0, 19, 1, 6, 10
48, 289, 6.387543, 0, 23, 1, 4, 11
49, 299, 6.210702, 0, 26, 1, 6, 10
50, 294, 6.265306, 0, 21, 1, 5, 11
51, 293, 6.348123, 0, 34, 1, 5, 11
52, 299, 6.264214, 0, 19, 1, 5, 11
53, 238, 7.852941, 1, 30, 1, 7, 13
54, 229, 8.187773, 1, 28, 1, 9, 13
55, 249, 7.465863, 0, 28, 1, 5, 12
56, 302, 6.122517, 0, 21, 1, 6, 10
57, 302, 6.162252, 0, 22, 1, 4, 10
58, 329, 5.601824, 0, 30, 1, 4, 10
59, 338, 5.458580, 0, 18, 1, 5, 10
60, 4, 6.750000, 0, 11, 3, 8, 10
