time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0,2193,1.22207,1,4,1,1,1
1,2227,1.184553,0,4,1,1,1
2,2209,1.211861,1,4,1,1,1
3,2182,1.234189,1,10,1,1,1
4,2206,1.220308,1,4,1,1,1
5,2216,1.202617,1,4,1,1,1
6,2238,1.187668,1,4,1,1,1
7,2190,1.224201,0,4,1,1,1
8,2219,1.191978,1,4,1,1,1
9,2243,1.179224,1,4,1,1,1
10,2201,1.216265,0,4,1,1,1
11,1951,1.476166,1,32,1,1,2
12,2245,1.182183,1,4,1,1,1
13,2156,1.253711,0,4,1,1,1
14,2019,1.39574,1,33,1,1,2
15,2150,1.268372,1,4,1,1,2
16,2233,1.186296,1,4,1,1,1
17,2205,1.209524,1,4,1,1,1
18,2168,1.242159,0,4,1,1,1
19,2198,1.227025,1,4,1,1,1
20,2208,1.20788,1,4,1,1,1
21,2192,1.22719,1,4,1,1,1
22,2188,1.226691,1,4,1,1,1
23,2208,1.206069,1,5,1,1,1
24,2197,1.21939,1,3,1,1,1
25,2136,1.280899,1,4,1,1,2
26,2113,1.312352,1,4,1,1,2
27,2095,1.33031,1,5,1,1,2
28,2107,1.310394,1,3,1,1,2
29,2105,1.31924,1,4,1,1,2
30,2063,1.374212,1,4,1,1,2
31,2031,1.391925,1,6,1,1,2
32,2153,1.263818,1,4,1,1,2
33,2117,1.30137,1,4,1,1,2
34,2052,1.37768,1,4,1,1,2
35,2087,1.348347,1,4,1,1,2
36,1971,1.463724,1,4,1,1,2
37,2139,1.28144,1,4,1,1,2
38,2078,1.354668,0,4,1,1,2
39,1883,1.573022,1,16,1,1,2
40,1645,1.919149,1,9,2,2,2
41,1442,2.219834,1,5,2,2,2
42,1533,2.08741,1,9,2,2,2
43,1884,1.579087,1,5,1,2,2
44,2019,1.417533,1,4,1,1,2
45,2009,1.441015,1,6,1,1,2
46,1848,1.633117,1,5,1,2,2
47,1769,1.755794,1,4,1,2,2
48,1900,1.572632,1,6,1,2,2
49,2015,1.419355,1,4,1,1,2
50,2022,1.409001,1,6,1,1,2
51,2034,1.406096,1,4,1,1,2
52,2037,1.400098,1,5,1,1,2
53,2037,1.388316,0,6,1,1,2
54,2012,1.433897,1,4,1,1,2
55,2054,1.395326,1,4,1,1,2
56,1970,1.467513,0,5,1,1,2
57,2024,1.422925,1,4,1,1,2
58,2067,1.364296,1,10,1,1,2
59,2085,1.341966,1,4,1,1,2
60,15,1.133333,1,2,1,1,1
,2035.95082,1.365482361,0.868852459,5.704918033,1.049180328,1.114754098,1.62295082
