time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0,1627,1.910264,1,9,1,2,3
1,1660,1.871084,1,10,1,2,3
2,1679,1.836212,1,12,1,2,3
3,1651,1.877044,1,9,1,2,3
4,1641,1.888483,1,11,1,2,3
5,1599,1.954346,1,11,1,2,3
6,1701,1.816578,0,10,1,2,2
7,1671,1.862956,1,10,1,2,3
8,1615,1.928793,1,11,1,2,3
9,1648,1.882282,1,19,1,2,3
10,1587,1.969124,1,10,1,2,3
11,1679,1.83383,1,11,1,2,3
12,1658,1.875151,1,10,1,2,3
13,1672,1.840909,1,12,1,2,3
14,1670,1.849701,0,11,1,2,3
15,1667,1.854829,1,10,1,2,3
16,1670,1.845509,1,10,1,2,3
17,1665,1.865465,1,11,1,2,3
18,1684,1.836105,1,10,1,2,3
19,1615,1.927554,1,11,1,2,3
20,1659,1.873418,1,11,1,2,3
21,1690,1.810651,1,10,1,2,2
22,1655,1.875529,1,10,1,2,3
23,1667,1.846431,1,11,1,2,3
24,1491,2.140174,1,15,1,2,3
25,1484,2.137466,1,11,1,2,3
26,1388,2.354467,1,26,1,2,3
27,1359,2.403974,1,13,2,2,3
28,1534,2.050847,0,11,1,2,3
29,1399,2.288778,1,12,1,2,3
30,1605,1.930218,1,10,1,2,3
31,1606,1.944583,1,11,1,2,3
32,1585,1.966562,1,11,1,2,3
33,1630,1.903067,1,11,1,2,3
34,1622,1.905055,1,11,1,2,3
35,1599,1.939962,1,12,1,2,3
36,1620,1.917901,1,11,1,2,3
37,1575,1.982857,1,11,1,2,3
38,1629,1.879067,1,11,1,2,3
39,1618,1.938195,1,12,1,2,3
40,1578,1.98289,1,11,1,2,3
41,1612,1.927419,1,11,1,2,3
42,1578,1.978454,1,12,1,2,3
43,1608,1.932836,1,12,1,2,3
44,1593,1.965474,1,12,1,2,3
45,1520,2.076974,0,11,1,2,3
46,1601,1.945034,1,12,1,2,3
47,1602,1.940075,1,12,1,2,3
48,1594,1.951694,1,12,1,2,3
49,1570,1.987261,1,11,1,2,3
50,1562,2.008323,1,12,1,2,3
51,1607,1.935905,1,12,1,2,3
52,1627,1.903503,1,12,1,2,3
53,1599,1.947467,0,12,1,2,3
54,1568,1.995536,0,12,1,2,3
55,1559,1.989737,1,12,1,2,3
56,1588,1.975441,1,11,1,2,3
57,1561,1.996156,1,12,1,2,3
58,1603,1.927636,1,12,1,2,3
59,1538,2.059818,1,18,1,2,3
60,5,2,1,3,1,2,3
,1576.180328,1.951525475,0.901639344,11.52459016,1.016393443,2,2.967213115
