time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0,531,6.998117,1,109,2,3,9
1,501,7.133733,1,128,2,3,9
2,542,7.123616,1,220,2,3,8
3,465,8.019355,1,126,2,4,10
4,518,7.138996,1,135,2,3,9
5,517,7.255319,1,162,2,3,9
6,545,6.656881,1,89,2,3,8
7,520,7.207692,1,147,2,3,9
8,548,6.89781,1,109,2,3,8
9,544,6.744485,1,107,2,3,9
10,523,7.179732,1,207,2,3,9
11,527,7.013283,1,138,2,3,9
12,504,7.275794,1,334,2,3,8
13,579,6.483592,1,132,2,2,7
14,538,6.881041,1,84,2,3,9
15,496,7.504032,1,213,2,3,9
16,592,6.266892,1,106,2,3,8
17,494,7.317814,1,156,2,3,9
18,552,6.871377,1,136,2,3,8
19,546,6.840659,1,148,2,3,9
20,526,6.868821,1,150,2,3,9
21,548,6.967153,1,112,2,3,9
22,554,6.583032,1,128,2,3,8
23,505,7.522772,1,100,2,3,9
24,509,7.220039,1,156,2,3,9
25,526,7.074144,1,198,2,3,9
26,554,6.725632,1,172,2,3,8
27,450,8.213333,1,195,2,4,10
28,444,8.558559,1,147,2,3,10
29,542,6.776753,1,215,2,3,8
30,563,6.655417,1,115,2,3,9
31,557,6.658887,1,158,2,3,7
32,485,7.692784,1,156,2,3,10
33,476,7.558824,1,172,2,3,9
34,448,8.660714,1,146,2,3,11
35,477,7.893082,1,165,2,3,9
36,531,7.00565,1,98,2,3,10
37,518,6.947876,1,104,2,3,9
38,521,7.266795,1,147,2,3,9
39,519,7.196532,1,135,2,3,9
40,522,7.099617,1,160,2,3,8
41,505,7.265347,1,177,2,3,9
42,497,7.152918,1,118,2,3,9
43,495,8.046465,1,360,2,3,9
44,503,7.33996,1,161,2,3,9
45,526,7.074144,1,122,2,3,9
46,551,6.704174,1,110,2,3,9
47,499,7.567134,1,128,2,3,9
48,526,7.030418,1,173,2,3,10
49,524,7.101145,1,135,2,3,9
50,498,7.560241,1,87,2,3,9
51,524,7.083969,1,147,2,3,8
52,527,7,1,71,2,3,9
53,525,7.097143,1,119,2,3,9
54,525,6.885714,1,85,2,3,9
55,502,7.641434,1,300,2,3,9
56,505,7.388119,1,169,2,3,9
57,486,7.67284,1,124,2,3,9
58,519,7.16185,1,130,2,3,9
59,493,7.537525,1,154,2,3,9
60,1,2,2,2,2,2,2
,509.6393443,7.119134033,1.016393443,147.3278689,2,3,8.770491803
