time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 4437, 1.299752, 0, 13, 1, 1, 1
1, 4686, 1.224712, 0, 7, 1, 1, 1
2, 4419, 1.329713, 0, 21, 1, 1, 1
3, 4307, 1.346645, 0, 10, 1, 1, 2
4, 4617, 1.229803, 0, 6, 1, 1, 1
5, 4367, 1.329975, 0, 14, 1, 1, 1
6, 4296, 1.351955, 0, 16, 1, 1, 2
7, 4671, 1.223507, 0, 5, 1, 1, 1
8, 4378, 1.311329, 0, 11, 1, 1, 1
9, 4275, 1.361404, 0, 10, 1, 1, 2
10, 4629, 1.235688, 0, 5, 1, 1, 1
11, 4407, 1.306785, 0, 9, 1, 1, 1
12, 4165, 1.401681, 0, 15, 1, 1, 2
13, 4567, 1.243705, 0, 5, 1, 1, 1
14, 4499, 1.269615, 0, 12, 1, 1, 1
15, 4102, 1.438567, 0, 14, 1, 1, 2
16, 4588, 1.230602, 0, 5, 1, 1, 1
17, 4457, 1.276868, 0, 12, 1, 1, 1
18, 4115, 1.429162, 0, 15, 1, 1, 2
19, 4533, 1.256563, 0, 6, 1, 1, 1
20, 4544, 1.242298, 0, 5, 1, 1, 1
21, 4083, 1.447465, 0, 16, 1, 1, 2
22, 4476, 1.266086, 0, 5, 1, 1, 1
23, 4569, 1.229153, 0, 4, 1, 1, 1
24, 3936, 1.501778, 0, 26, 1, 1, 2
25, 3417, 1.816213, 0, 47, 1, 1, 2
26, 4350, 1.311034, 0, 11, 1, 1, 1
27, 4389, 1.295284, 0, 15, 1, 1, 1
28, 3989, 1.483580, 0, 17, 1, 1, 2
29, 4097, 1.422748, 0, 21, 1, 1, 2
30, 4306, 1.336507, 0, 8, 1, 1, 2
31, 3960, 1.511364, 0, 28, 1, 1, 2
32, 4103, 1.432123, 0, 12, 1, 1, 2
33, 4318, 1.324687, 0, 8, 1, 1, 2
34, 3855, 1.555123, 0, 30, 1, 1, 2
35, 3952, 1.504555, 0, 20, 1, 1, 2
36, 4297, 1.341168, 0, 15, 1, 1, 2
37, 4329, 1.332178, 0, 16, 1, 1, 2
38, 3901, 1.522943, 0, 23, 1, 1, 2
39, 4389, 1.291183, 0, 9, 1, 1, 1
40, 4374, 1.300412, 0, 9, 1, 1, 1
41, 3860, 1.566062, 0, 25, 1, 1, 2
42, 4338, 1.321577, 0, 8, 1, 1, 2
43, 4212, 1.365147, 0, 7, 1, 1, 2
44, 3955, 1.509735, 0, 22, 1, 1, 2
45, 4088, 1.417074, 0, 12, 1, 1, 2
46, 4235, 1.355844, 0, 13, 1, 1, 2
47, 3854, 1.551635, 0, 16, 1, 1, 2
48, 4049, 1.427760, 0, 29, 1, 1, 2
49, 4493, 1.259292, 0, 5, 1, 1, 1
50, 4037, 1.452068, 0, 19, 1, 1, 2
51, 3934, 1.508134, 0, 17, 1, 1, 2
52, 4511, 1.242962, 0, 5, 1, 1, 1
53, 4322, 1.316289, 0, 9, 1, 1, 2
54, 4085, 1.430355, 0, 13, 1, 1, 2
55, 4356, 1.304867, 0, 8, 1, 1, 1
56, 4343, 1.307391, 0, 8, 1, 1, 1
57, 3641, 1.677836, 0, 23, 1, 1, 2
58, 4125, 1.407515, 0, 16, 1, 1, 2
59, 4200, 1.369048, 0, 48, 1, 1, 2
60, 47, 1.212766, 1, 2, 1, 1, 1
