time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 3694, 1.657282, 0, 20, 1, 1, 2
1, 3915, 1.514687, 0, 20, 1, 1, 2
2, 4411, 1.275901, 0, 6, 1, 1, 1
3, 3786, 1.587163, 0, 27, 1, 1, 2
4, 3721, 1.624295, 0, 16, 1, 1, 2
5, 3910, 1.504348, 0, 24, 1, 1, 2
6, 4005, 1.445693, 0, 9, 1, 1, 2
7, 4053, 1.457439, 0, 13, 1, 1, 2
8, 4293, 1.332402, 0, 7, 1, 1, 2
9, 3305, 1.422693, 0, 49, 1, 1, 2
10, 3716, 2.053283, 0, 283, 1, 1, 2
11, 4040, 1.438614, 0, 12, 1, 1, 2
12, 4014, 1.448929, 0, 9, 1, 1, 2
13, 3886, 1.518785, 0, 14, 1, 1, 2
14, 3827, 1.556572, 0, 18, 1, 1, 2
15, 3929, 1.477475, 0, 10, 1, 1, 2
16, 4009, 1.440010, 0, 8, 1, 1, 2
17, 3880, 1.531701, 0, 16, 1, 1, 2
18, 3891, 1.498072, 0, 10, 1, 1, 2
19, 4000, 1.446000, 0, 9, 1, 1, 2
20, 3936, 1.504065, 0, 16, 1, 1, 2
21, 3883, 1.511718, 0, 13, 1, 1, 2
22, 3761, 1.574847, 0, 10, 1, 1, 2
23, 3719, 1.608497, 0, 13, 1, 1, 2
24, 3790, 1.585224, 0, 18, 1, 1, 2
25, 3591, 1.698691, 0, 17, 1, 1, 2
26, 3729, 1.598016, 0, 11, 1, 1, 2
27, 3733, 1.604072, 1, 11, 1, 1, 2
28, 3747, 1.602615, 0, 16, 1, 1, 2
29, 3814, 1.558469, 0, 13, 1, 1, 2
30, 3702, 1.621016, 0, 29, 1, 1, 2
31, 3813, 1.546289, 0, 14, 1, 1, 2
32, 3754, 1.598562, 0, 15, 1, 1, 2
33, 3737, 1.600482, 0, 30, 1, 1, 2
34, 3660, 1.643716, 0, 22, 1, 1, 2
35, 3648, 1.647752, 1, 19, 1, 1, 2
36, 3637, 1.655760, 0, 22, 1, 1, 2
37, 3665, 1.642838, 1, 12, 1, 1, 2
38, 3693, 1.631465, 0, 24, 1, 1, 2
39, 3764, 1.585813, 0, 16, 1, 1, 2
40, 3768, 1.581741, 1, 22, 1, 1, 2
41, 3758, 1.594465, 0, 26, 1, 1, 2
42, 3697, 1.616175, 0, 20, 1, 1, 2
43, 3768, 1.580414, 1, 16, 1, 1, 2
44, 3611, 1.669621, 1, 41, 1, 1, 2
45, 3800, 1.565263, 0, 13, 1, 1, 2
46, 3582, 1.707705, 0, 34, 1, 1, 2
47, 3505, 1.756063, 0, 42, 1, 1, 2
48, 3741, 1.592088, 0, 15, 1, 1, 2
49, 3761, 1.579367, 0, 17, 1, 1, 2
50, 3668, 1.636041, 0, 35, 1, 1, 2
51, 3501, 1.753785, 0, 35, 1, 1, 2
52, 3626, 1.673194, 0, 23, 1, 1, 2
53, 3595, 1.688456, 0, 22, 1, 1, 2
54, 3490, 1.751003, 0, 51, 1, 1, 2
55, 3622, 1.650745, 0, 36, 1, 1, 2
56, 3840, 1.540104, 0, 15, 1, 1, 2
57, 3692, 1.629198, 0, 42, 1, 1, 2
58, 3453, 1.781639, 0, 31, 1, 1, 2
59, 3731, 1.607612, 0, 25, 1, 1, 2
60, 301, 1.730897, 0, 12, 1, 1, 2
