time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 3529, 1.717200, 0, 33, 1, 1, 2
1, 3824, 1.550209, 0, 50, 1, 1, 2
2, 3048, 2.103675, 0, 261, 1, 1, 2
3, 4424, 1.274412, 0, 8, 1, 1, 1
4, 4042, 1.441118, 0, 25, 1, 1, 2
5, 3855, 1.551492, 0, 14, 1, 1, 2
6, 4079, 1.394459, 0, 7, 1, 1, 2
7, 4238, 1.332232, 0, 7, 1, 1, 2
8, 3738, 1.602729, 0, 34, 1, 1, 2
9, 4086, 1.400881, 0, 16, 1, 1, 2
10, 4264, 1.306754, 0, 5, 1, 1, 1
11, 3946, 1.476685, 1, 11, 1, 1, 2
12, 4140, 1.372947, 0, 12, 1, 1, 2
13, 4153, 1.356850, 0, 6, 1, 1, 2
14, 3791, 1.558428, 0, 25, 1, 1, 2
15, 3966, 1.460161, 0, 15, 1, 1, 2
16, 4112, 1.376216, 0, 9, 1, 1, 2
17, 3971, 1.461093, 0, 14, 1, 1, 2
18, 3849, 1.531307, 0, 22, 1, 1, 2
19, 4258, 1.314467, 0, 6, 1, 1, 2
20, 3948, 1.483283, 1, 14, 1, 1, 2
21, 3748, 1.587247, 0, 17, 1, 1, 2
22, 4077, 1.402502, 0, 13, 1, 1, 2
23, 4168, 1.357486, 0, 13, 1, 1, 2
24, 3694, 1.624797, 0, 19, 1, 1, 2
25, 3941, 1.472976, 0, 47, 1, 1, 2
26, 4002, 1.439530, 0, 38, 1, 1, 2
27, 3834, 1.562598, 0, 18, 1, 1, 2
28, 3893, 1.497560, 1, 18, 1, 1, 2
29, 4120, 1.375000, 0, 13, 1, 1, 2
30, 3872, 1.514205, 0, 19, 1, 1, 2
31, 3800, 1.562895, 0, 11, 1, 1, 2
32, 4069, 1.399853, 0, 7, 1, 1, 2
33, 3801, 1.549855, 0, 22, 1, 1, 2
34, 3814, 1.539853, 0, 11, 1, 1, 2
35, 3912, 1.482618, 0, 17, 1, 1, 2
36, 3887, 1.491639, 0, 11, 1, 1, 2
37, 3765, 1.575830, 0, 18, 1, 1, 2
38, 4102, 1.382740, 0, 11, 1, 1, 2
39, 4002, 1.438281, 0, 11, 1, 1, 2
40, 3425, 1.787737, 0, 31, 1, 1, 2
41, 3768, 1.579352, 0, 15, 1, 1, 2
42, 3489, 1.747492, 1, 22, 1, 1, 2
43, 3787, 1.567732, 0, 18, 1, 1, 2
44, 3585, 1.689540, 0, 22, 1, 1, 2
45, 3399, 1.791409, 0, 31, 1, 1, 2
46, 3753, 1.566747, 0, 11, 1, 1, 2
47, 3777, 1.576119, 0, 9, 1, 1, 2
48, 3540, 1.720339, 0, 16, 1, 1, 2
49, 3900, 1.472308, 0, 10, 1, 1, 2
50, 3998, 1.422711, 0, 9, 1, 1, 2
51, 3620, 1.663536, 0, 15, 1, 1, 2
52, 3494, 1.743847, 0, 36, 1, 1, 2
53, 3815, 1.523722, 0, 8, 1, 1, 2
54, 3712, 1.595366, 0, 24, 1, 1, 2
55, 3775, 1.559470, 0, 13, 1, 1, 2
56, 4170, 1.332614, 0, 5, 1, 1, 2
57, 4040, 1.406683, 0, 21, 1, 1, 2
58, 3796, 1.555848, 0, 13, 1, 1, 2
59, 4191, 1.327845, 0, 5, 1, 1, 2
60, 58, 1.465517, 1, 3, 1, 1, 2
