time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 692, 5.225434, 1, 35, 2, 3, 6
1, 802, 4.438903, 1, 48, 2, 3, 4
2, 868, 4.070276, 0, 64, 2, 2, 4
3, 819, 4.319902, 1, 48, 2, 2, 4
4, 741, 4.865047, 1, 45, 2, 3, 4
5, 732, 4.900273, 1, 50, 2, 3, 5
6, 804, 4.414179, 1, 53, 2, 3, 4
7, 745, 4.808054, 1, 44, 2, 3, 4
8, 684, 5.307018, 0, 36, 2, 3, 7
9, 717, 5.037657, 1, 53, 2, 3, 5
10, 778, 4.597686, 0, 58, 2, 3, 4
11, 753, 4.693227, 0, 53, 2, 3, 4
12, 877, 4.050171, 1, 50, 2, 3, 4
13, 801, 4.448190, 1, 45, 2, 3, 4
14, 779, 4.599487, 1, 67, 2, 3, 4
15, 842, 4.199525, 1, 71, 2, 2, 3
16, 748, 4.811497, 1, 53, 2, 3, 4
17, 684, 5.307018, 0, 37, 2, 3, 6
18, 731, 4.949384, 1, 38, 2, 3, 4
19, 722, 4.922438, 0, 29, 2, 3, 6
20, 781, 4.638924, 1, 53, 2, 3, 4
21, 890, 3.953933, 1, 41, 2, 2, 4
22, 815, 4.350920, 0, 49, 2, 3, 4
23, 706, 5.134561, 1, 41, 2, 3, 5
24, 824, 4.297330, 1, 41, 2, 3, 4
25, 724, 4.954420, 1, 36, 2, 3, 5
26, 736, 4.911685, 1, 44, 2, 3, 5
27, 763, 4.730013, 1, 47, 2, 3, 4
28, 788, 4.497462, 1, 40, 2, 3, 4
29, 734, 4.940054, 1, 48, 2, 3, 5
30, 701, 5.165478, 1, 40, 2, 3, 6
31, 684, 5.274854, 1, 66, 2, 3, 6
32, 816, 4.371324, 1, 49, 2, 2, 4
33, 718, 5.064067, 1, 86, 2, 3, 4
34, 770, 4.646753, 1, 56, 2, 3, 4
35, 652, 5.516871, 1, 103, 2, 3, 6
36, 733, 5.013643, 1, 75, 2, 3, 5
37, 674, 5.428783, 0, 48, 2, 3, 5
38, 818, 4.333741, 1, 40, 2, 3, 4
39, 756, 4.742063, 1, 52, 2, 3, 4
40, 777, 4.612613, 0, 52, 2, 3, 5
41, 756, 4.755291, 1, 55, 2, 3, 4
42, 738, 4.887534, 1, 54, 2, 3, 4
43, 806, 4.410670, 1, 52, 2, 3, 4
44, 745, 4.816107, 1, 69, 2, 3, 5
45, 804, 4.440299, 1, 34, 2, 3, 4
46, 785, 4.531210, 1, 50, 2, 3, 4
47, 839, 4.209774, 0, 43, 2, 2, 3
48, 767, 4.694915, 1, 77, 2, 3, 4
49, 702, 5.158120, 1, 48, 2, 3, 5
50, 744, 4.841398, 1, 42, 2, 3, 5
51, 724, 4.995856, 1, 79, 2, 3, 5
52, 738, 4.826558, 1, 58, 2, 3, 4
53, 647, 5.673879, 1, 68, 2, 3, 6
54, 762, 4.741470, 1, 63, 2, 3, 4
55, 740, 4.878378, 0, 60, 2, 3, 5
56, 760, 4.697368, 1, 65, 2, 3, 4
57, 729, 4.961591, 1, 54, 2, 3, 4
58, 759, 4.708827, 1, 45, 2, 3, 5
59, 725, 4.994483, 1, 42, 2, 3, 5
60, 6, 2.500000, 2, 3, 2, 2, 3
