time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 623, 5.963082, 1, 177, 2, 2, 7
1, 551, 6.419238, 1, 142, 2, 3, 7
2, 653, 5.819296, 1, 203, 2, 2, 7
3, 714, 5.103641, 1, 122, 2, 2, 6
4, 568, 6.559859, 1, 300, 2, 2, 7
5, 555, 6.681081, 1, 184, 2, 3, 8
6, 585, 6.188034, 1, 317, 2, 3, 7
7, 654, 5.389908, 1, 155, 2, 2, 7
8, 658, 5.817629, 1, 252, 1, 2, 6
9, 627, 5.837321, 1, 149, 2, 2, 7
10, 689, 5.303338, 1, 133, 2, 2, 6
11, 523, 6.942639, 1, 203, 2, 3, 8
12, 642, 5.828660, 1, 187, 2, 2, 7
13, 568, 6.482394, 1, 127, 2, 3, 7
14, 588, 6.001701, 1, 249, 2, 2, 7
15, 616, 6.201299, 1, 276, 2, 2, 6
16, 540, 6.755556, 1, 196, 2, 3, 8
17, 617, 5.896272, 1, 373, 2, 2, 7
18, 541, 6.698706, 1, 193, 2, 3, 8
19, 632, 6.060127, 1, 239, 2, 2, 7
20, 587, 6.207836, 1, 114, 2, 3, 7
21, 639, 5.696401, 1, 174, 2, 2, 7
22, 599, 6.245409, 1, 155, 2, 2, 7
23, 558, 6.433692, 1, 250, 2, 3, 7
24, 647, 5.777434, 1, 186, 2, 2, 7
25, 561, 6.639929, 1, 197, 2, 3, 8
26, 614, 5.951140, 1, 141, 2, 2, 7
27, 587, 5.994889, 1, 160, 2, 2, 7
28, 613, 6.239804, 1, 382, 2, 3, 6
29, 625, 5.897600, 1, 134, 2, 2, 7
30, 529, 7.018904, 1, 248, 2, 3, 9
31, 622, 5.872990, 1, 190, 2, 2, 7
32, 602, 5.996678, 1, 238, 2, 2, 7
33, 648, 5.793210, 1, 312, 2, 2, 7
34, 626, 5.841853, 1, 144, 2, 2, 7
35, 548, 6.352190, 1, 154, 2, 3, 8
36, 619, 6.189015, 1, 275, 2, 2, 7
37, 555, 6.742342, 1, 471, 2, 3, 7
38, 607, 6.110379, 1, 125, 2, 2, 7
39, 553, 6.605787, 1, 133, 2, 3, 8
40, 644, 5.725155, 1, 102, 2, 2, 7
41, 603, 6.137645, 1, 178, 2, 2, 7
42, 588, 6.246599, 1, 293, 2, 3, 7
43, 616, 5.876623, 1, 281, 2, 2, 7
44, 509, 7.339882, 1, 191, 2, 3, 9
45, 626, 5.869010, 1, 218, 2, 2, 7
46, 578, 6.169550, 1, 97, 2, 3, 7
47, 611, 6.024550, 1, 270, 2, 3, 7
48, 593, 6.494098, 1, 220, 2, 3, 7
49, 562, 6.553381, 1, 150, 2, 3, 8
50, 618, 5.880259, 1, 197, 2, 2, 7
51, 522, 6.978927, 1, 153, 2, 3, 9
52, 644, 5.850932, 1, 151, 2, 2, 6
53, 550, 6.614545, 1, 512, 2, 3, 7
54, 611, 6.162029, 1, 227, 2, 2, 7
55, 604, 6.031457, 1, 188, 2, 2, 7
56, 592, 6.190878, 1, 229, 2, 3, 7
57, 607, 5.947282, 1, 188, 2, 2, 7
58, 592, 6.315878, 1, 250, 2, 3, 7
59, 621, 5.961353, 1, 226, 2, 2, 6
60, 9, 8.333333, 1, 38, 2, 3, 9
