time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0,2688,0.848586,0,12,0,1,1
1,2754,0.777052,0,11,0,1,1
2,2543,0.924105,0,12,0,1,1
3,2722,0.795738,0,13,0,1,1
4,2058,1.43829,0,13,1,1,2
5,2264,1.254417,0,13,1,1,2
6,2394,1.107352,0,12,0,1,2
7,2424,1.098185,0,12,0,1,2
8,2584,0.920279,0,12,0,1,2
9,2469,1.029567,0,13,0,1,2
10,2511,1.000398,0,13,0,1,2
11,2463,1.055217,0,13,0,1,2
12,2385,1.125367,0,13,0,1,2
13,2438,1.080804,0,13,0,1,2
14,2492,1.025682,0,13,0,1,2
15,2390,1.124268,0,13,0,1,2
16,2452,1.06199,0,13,0,1,2
17,2447,1.073559,0,14,0,1,2
18,1563,2.035829,0,322,1,1,2
19,2414,1.056338,0,14,0,1,2
20,2288,1.215035,0,14,1,1,2
21,2409,1.106683,0,14,0,1,2
22,2169,1.268326,0,14,0,1,2
23,2340,1.154274,0,14,0,1,2
24,2424,1.090347,0,13,0,1,2
25,2403,1.118186,0,14,0,1,2
26,2347,1.141457,0,36,0,1,2
27,2401,1.09621,0,14,0,1,2
28,2409,1.119967,0,14,0,1,2
29,2189,1.266788,0,16,1,1,2
30,2510,1.011554,0,14,0,1,2
31,2392,1.112458,0,15,0,1,2
32,2370,1.147679,0,15,1,1,2
33,2269,1.244601,0,15,1,1,2
34,2298,1.233246,0,15,1,1,2
35,2184,1.292582,0,72,1,1,2
36,2493,1.033694,0,14,0,1,2
37,2373,1.168563,0,15,1,1,2
38,2330,1.209871,0,15,1,1,2
39,2486,1.058327,0,14,0,1,2
40,2479,1.061718,0,15,0,1,2
41,2401,1.117451,0,15,0,1,2
42,2439,1.109061,0,15,0,1,2
43,2447,1.099305,0,15,0,1,2
44,2426,1.101814,0,16,0,1,2
45,2076,1.397881,0,17,1,1,2
46,2439,1.102911,0,15,1,1,2
47,2374,1.185341,0,16,1,1,2
48,2268,1.259259,0,16,1,1,2
49,2399,1.125469,0,16,0,1,2
50,2429,1.108687,0,15,0,1,2
51,2364,1.181895,0,15,1,1,2
52,2406,1.134248,0,16,1,1,2
53,2409,1.120797,0,17,0,1,2
54,2306,1.238942,0,16,1,1,2
55,2324,1.209983,0,19,1,1,2
56,2408,1.138289,0,16,1,1,2
57,2391,1.126725,0,16,1,1,2
58,2330,1.215451,0,18,1,1,2
59,2393,1.168826,0,17,1,1,2
60,2,1.5,1,2,1,1,2
,2345.065574,1.141424984,0.016393443,20.55737705,0.393442623,1,1.93442623
