time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 3731, 1.623693, 0, 29, 1, 1, 2
1, 3559, 1.686429, 0, 25, 1, 1, 2
2, 3579, 1.756357, 0, 46, 1, 1, 2
3, 3642, 1.686985, 0, 50, 1, 1, 2
4, 3671, 1.677744, 0, 17, 1, 1, 2
5, 3364, 1.857907, 0, 36, 1, 1, 2
6, 3262, 1.942980, 0, 38, 1, 1, 2
7, 2613, 2.515882, 0, 33, 1, 2, 3
8, 3177, 2.005036, 0, 70, 1, 1, 2
9, 3835, 1.565059, 0, 35, 1, 1, 2
10, 3545, 1.732017, 0, 36, 1, 1, 2
11, 3608, 1.685144, 0, 19, 1, 1, 2
12, 3988, 1.476680, 0, 11, 1, 1, 2
13, 3741, 1.610532, 0, 36, 1, 1, 2
14, 3564, 1.739338, 0, 28, 1, 1, 2
15, 3881, 1.556300, 0, 39, 1, 1, 2
16, 4009, 1.474682, 0, 12, 1, 1, 2
17, 3466, 1.799192, 0, 35, 1, 1, 2
18, 3474, 1.798791, 0, 50, 1, 1, 2
19, 4086, 1.443221, 0, 11, 1, 1, 2
20, 3857, 1.544983, 0, 18, 1, 1, 2
21, 3264, 1.957721, 0, 26, 1, 1, 2
22, 3990, 1.495489, 0, 28, 1, 1, 2
23, 4032, 1.454613, 0, 38, 1, 1, 2
24, 3835, 1.582269, 0, 28, 1, 1, 2
25, 3972, 1.487664, 0, 12, 1, 1, 2
26, 3722, 1.616335, 0, 40, 1, 1, 2
27, 3511, 1.745941, 0, 37, 1, 1, 2
28, 3428, 1.828763, 0, 35, 1, 1, 2
29, 3620, 1.703315, 0, 77, 1, 1, 2
30, 3338, 1.865788, 0, 32, 1, 1, 2
31, 3682, 1.653178, 0, 19, 1, 1, 2
32, 3728, 1.607296, 0, 38, 1, 1, 2
33, 3848, 1.550416, 0, 61, 1, 1, 2
34, 3617, 1.691181, 0, 72, 1, 1, 2
35, 3723, 1.607037, 1, 13, 1, 1, 2
36, 3702, 1.611561, 0, 12, 1, 1, 2
37, 3519, 1.747087, 0, 41, 1, 1, 2
38, 3515, 1.741679, 0, 26, 1, 1, 2
39, 3336, 1.843525, 0, 21, 1, 1, 2
40, 2723, 2.450973, 0, 62, 1, 2, 3
41, 3517, 1.738129, 1, 23, 1, 1, 2
42, 3625, 1.687172, 0, 19, 1, 1, 2
43, 3826, 1.558024, 0, 34, 1, 1, 2
44, 3754, 1.585509, 0, 13, 1, 1, 2
45, 3543, 1.723680, 0, 25, 1, 1, 2
46, 3426, 1.815528, 0, 41, 1, 1, 2
47, 3718, 1.607585, 0, 21, 1, 1, 2
48, 3593, 1.704704, 0, 15, 1, 1, 2
49, 3664, 1.653384, 0, 27, 1, 1, 2
50, 3864, 1.541408, 0, 33, 1, 1, 2
51, 3645, 1.660905, 0, 17, 1, 1, 2
52, 3560, 1.713764, 0, 34, 1, 1, 2
53, 3865, 1.531695, 0, 10, 1, 1, 2
54, 3806, 1.554388, 0, 35, 1, 1, 2
55, 3567, 1.719092, 0, 20, 1, 1, 2
56, 3979, 1.480271, 0, 37, 1, 1, 2
57, 3817, 1.556982, 0, 36, 1, 1, 2
58, 3590, 1.685237, 1, 18, 1, 1, 2
59, 3594, 1.680857, 0, 20, 1, 1, 2
60, 79, 2.291139, 1, 26, 1, 1, 2
