time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 3787, 1.584896, 0, 20, 1, 1, 2
1, 3081, 2.060045, 0, 32, 1, 1, 2
2, 3167, 1.987686, 1, 28, 1, 1, 2
3, 3890, 1.519280, 1, 11, 1, 1, 2
4, 3919, 1.512120, 0, 18, 1, 1, 2
5, 4073, 1.423030, 0, 9, 1, 1, 2
6, 4159, 1.379418, 0, 8, 1, 1, 2
7, 4103, 1.413112, 0, 18, 1, 1, 2
8, 4148, 1.399229, 0, 13, 1, 1, 2
9, 4382, 1.274076, 0, 5, 1, 1, 1
10, 4142, 1.389667, 0, 11, 1, 1, 2
11, 4096, 1.418457, 0, 16, 1, 1, 2
12, 4426, 1.266380, 0, 5, 1, 1, 1
13, 4189, 1.362855, 0, 17, 1, 1, 2
14, 4036, 1.453915, 0, 13, 1, 1, 2
15, 3041, 2.058862, 1, 38, 1, 2, 2
16, 4114, 1.386485, 1, 10, 1, 1, 2
17, 4018, 1.461921, 0, 17, 1, 1, 2
18, 4332, 1.310711, 0, 38, 1, 1, 1
19, 3280, 1.894207, 0, 39, 1, 1, 2
20, 3717, 1.631961, 0, 30, 1, 1, 2
21, 4036, 1.440535, 0, 20, 1, 1, 2
22, 4144, 1.377896, 0, 11, 1, 1, 2
23, 4120, 1.396117, 1, 14, 1, 1, 2
24, 3930, 1.503053, 1, 17, 1, 1, 2
25, 4313, 1.295618, 0, 6, 1, 1, 2
26, 4277, 1.308160, 0, 9, 1, 1, 1
27, 3937, 1.493269, 1, 15, 1, 1, 2
28, 4276, 1.312208, 0, 7, 1, 1, 2
29, 4292, 1.302190, 0, 5, 1, 1, 2
30, 4026, 1.441629, 0, 13, 1, 1, 2
31, 3080, 2.041234, 1, 30, 1, 2, 2
32, 4126, 1.365002, 0, 6, 1, 1, 2
33, 4026, 1.438649, 0, 12, 1, 1, 2
34, 3970, 1.453904, 1, 11, 1, 1, 2
35, 3937, 1.467107, 0, 9, 1, 1, 2
36, 3788, 1.571806, 0, 14, 1, 1, 2
37, 3708, 1.634304, 0, 32, 1, 1, 2
38, 4231, 1.320255, 0, 9, 1, 1, 2
39, 3942, 1.474125, 0, 44, 1, 1, 2
40, 3795, 1.564427, 0, 24, 1, 1, 2
41, 4049, 1.408249, 0, 8, 1, 1, 2
42, 4010, 1.416958, 0, 43, 1, 1, 2
43, 3946, 1.469843, 0, 11, 1, 1, 2
44, 3962, 1.461636, 0, 11, 1, 1, 2
45, 4077, 1.387049, 0, 9, 1, 1, 2
46, 3591, 1.657199, 0, 21, 1, 1, 2
47, 3356, 1.867104, 0, 33, 1, 1, 2
48, 3709, 1.610407, 0, 20, 1, 1, 2
49, 3812, 1.535152, 0, 17, 1, 1, 2
50, 3760, 1.566489, 1, 9, 1, 1, 2
51, 3775, 1.573510, 0, 13, 1, 1, 2
52, 3973, 1.446766, 1, 8, 1, 1, 2
53, 3745, 1.578905, 0, 21, 1, 1, 2
54, 3751, 1.580645, 0, 14, 1, 1, 2
55, 3728, 1.591470, 1, 13, 1, 1, 2
56, 3812, 1.552466, 1, 12, 1, 1, 2
57, 3785, 1.556935, 0, 12, 1, 1, 2
58, 3818, 1.549240, 1, 13, 1, 1, 2
59, 3831, 1.522840, 1, 11, 1, 1, 2
60, 27, 1.333333, 1, 3, 1, 1, 2
