time(sec), throughput(txs), avg_latency(ms), min(ms), max(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms)
0, 5593, 0.066512, 0, 4, 0, 0, 0
1, 5528, 0.079233, 0, 5, 0, 0, 0
2, 5551, 0.073861, 0, 12, 0, 0, 0
3, 5688, 0.055731, 0, 3, 0, 0, 0
4, 5395, 0.100834, 0, 11, 0, 0, 0
5, 5504, 0.079578, 0, 7, 0, 0, 0
6, 5540, 0.077978, 0, 4, 0, 0, 0
7, 5572, 0.070352, 0, 3, 0, 0, 0
8, 5585, 0.073590, 0, 4, 0, 0, 0
9, 5521, 0.081869, 0, 13, 0, 0, 0
10, 5654, 0.061903, 0, 3, 0, 0, 0
11, 5322, 0.105599, 0, 5, 0, 0, 0
12, 5597, 0.071288, 0, 9, 0, 0, 0
13, 5658, 0.065217, 0, 4, 0, 0, 0
14, 5630, 0.069982, 0, 8, 0, 0, 0
15, 5669, 0.059623, 0, 4, 0, 0, 0
16, 5555, 0.081728, 0, 4, 0, 0, 0
17, 5672, 0.062941, 0, 3, 0, 0, 0
18, 5598, 0.068239, 0, 4, 0, 0, 0
19, 5135, 0.182278, 0, 14, 0, 0, 0
20, 5175, 0.177778, 0, 4, 0, 0, 0
21, 5100, 0.199804, 0, 5, 0, 0, 0
22, 5171, 0.181009, 0, 4, 0, 0, 0
23, 5160, 0.176938, 0, 4, 0, 0, 0
24, 5180, 0.178185, 0, 4, 0, 0, 0
25, 5169, 0.176436, 0, 4, 0, 0, 0
26, 5017, 0.214072, 0, 5, 0, 0, 0
27, 5181, 0.178151, 0, 4, 0, 0, 0
28, 5280, 0.156629, 0, 4, 0, 0, 0
29, 5534, 0.075894, 0, 6, 0, 0, 0
30, 5612, 0.064505, 0, 4, 0, 0, 0
31, 5522, 0.072256, 0, 4, 0, 0, 0
32, 5559, 0.074834, 0, 8, 0, 0, 0
33, 5650, 0.065310, 0, 4, 0, 0, 0
34, 5532, 0.077910, 0, 8, 0, 0, 0
35, 5632, 0.063743, 0, 4, 0, 0, 0
36, 5488, 0.083819, 0, 4, 0, 0, 0
37, 5653, 0.059614, 0, 4, 0, 0, 0
38, 5603, 0.062467, 0, 4, 0, 0, 0
39, 5557, 0.073781, 0, 14, 0, 0, 0
40, 5621, 0.063156, 0, 4, 0, 0, 0
41, 5427, 0.096923, 0, 4, 0, 0, 0
42, 4955, 0.215943, 0, 10, 0, 0, 0
43, 5166, 0.179636, 0, 4, 0, 0, 0
44, 5166, 0.179443, 0, 4, 0, 0, 0
45, 5154, 0.186263, 0, 4, 0, 0, 0
46, 5039, 0.210756, 0, 4, 0, 0, 0
47, 5221, 0.172189, 0, 4, 0, 0, 0
48, 4919, 0.231145, 0, 12, 0, 0, 0
49, 5201, 0.173428, 0, 5, 0, 0, 0
50, 5212, 0.169225, 0, 5, 0, 0, 0
51, 5132, 0.199337, 0, 5, 0, 0, 0
52, 5217, 0.166187, 0, 5, 0, 0, 0
53, 5130, 0.186355, 0, 6, 0, 0, 0
54, 5213, 0.175523, 0, 5, 0, 0, 0
55, 5219, 0.162675, 0, 5, 0, 0, 0
56, 5054, 0.211911, 0, 6, 0, 0, 0
57, 5445, 0.106703, 0, 6, 0, 0, 0
58, 5639, 0.062954, 0, 6, 0, 0, 0
59, 5450, 0.095046, 0, 12, 0, 0, 0
60, 4, 0.000000, 0, 0, 0, 0, 0
